0.0,20.0,0.0
1.0,20.0,1.0316783031979779e-87
2.0,20.0,4.636533168668675e-74
3.0,20.0,7.934789601280266e-63
4.0,20.0,3.5481501765651124e-59
5.0,20.0,5.738421149013583e-56
6.0,20.0,1.7343460193796814e-48
7.0,20.0,5.181725790026176e-47
8.0,20.0,1.6208683942170224e-45
9.0,20.0,5.200040521138376e-44
10.0,20.0,2.2725455099551947e-42
11.0,20.0,1.2624102021401657e-40
12.0,20.0,6.802006040415626e-39
13.0,19.999999999999996,2.5888599779547846e-37
14.0,20.0,9.202029037827895e-35
15.0,20.0,3.2063268299319634e-33
16.0,19.999999999999996,7.818007117940289e-32
17.0,19.999999999999996,1.349793466586149e-30
18.0,19.999999999999996,1.8189395950633107e-29
19.0,19.999999999999996,2.176896209983415e-28
20.0,19.999999999999996,2.2586715928586282e-27
21.0,19.999999999999996,1.9903112958512316e-26
22.0,20.0,1.5275496893654763e-25
23.0,20.000000000000004,4.780216782644894e-24
24.0,20.000000000000004,4.3952757354310265e-23
25.0,20.0,2.7077072381495937e-22
26.0,19.999999999999996,1.5666533594562167e-21
27.0,19.999999999999996,6.733068369011246e-21
28.0,19.999999999999996,2.901973434499641e-20
29.0,19.999999999999996,1.10354361533204e-19
30.0,20.0,3.6487327457830526e-19
31.0,20.0,1.2533979098297893e-18
32.0,19.999999999999996,3.7998595173415176e-18
33.0,19.999999999999993,1.0993866696986452e-17
34.0,19.999999999999993,3.090706888329822e-17
35.0,19.999999999999996,8.070644066905098e-17
36.0,20.0,2.0660548720429822e-16
37.0,20.0,5.046548639655603e-16
38.0,20.0,1.176057403334895e-15
39.0,19.999999999999996,2.6977483372499205e-15
40.0,20.0,5.913739517685468e-15
41.0,20.000000000000004,1.2581215920061434e-14
42.0,20.00000000000001,2.6107381729581697e-14
43.0,20.000000000000025,5.2345546047202943e-14
44.0,20.000000000000053,1.0257149306019759e-13
45.0,20.000000000000114,1.995812585323438e-13
46.0,20.000000000000245,3.8669884048219194e-13
47.0,20.00000000000048,7.254793761025315e-13
48.0,20.00000000000091,1.315702719706852e-12
49.0,20.000000000001677,2.3073301896447187e-12
50.0,20.00000000000294,3.883409854807134e-12
51.0,20.00000000000507,6.408360523449203e-12
52.0,20.000000000008573,1.0385225599096224e-11
53.0,20.000000000014005,1.6372826662848705e-11
54.0,20.000000000022656,2.5439995218350057e-11
55.0,20.00000000003596,3.883211767862978e-11
56.0,20.000000000055678,5.8035201367329917e-11
57.0,20.00000000008559,8.566751787216993e-11
58.0,20.000000000129376,1.2444674742178587e-10
59.0,20.00000000019194,1.7783175311635484e-10
60.0,20.000000000282323,2.5103451782773844e-10
61.0,20.000000000409152,3.4948317752848237e-10
62.0,20.000000000584443,4.800589511941086e-10
63.0,20.000000000826752,6.515520850137675e-10
64.0,20.000000001154937,8.737204896013468e-10
65.0,20.00000000159442,1.158109268113447e-09
66.0,20.000000002179682,1.517922265066783e-09
67.0,20.000000002947726,1.968383780942274e-09
68.0,20.00000000394614,2.5260589224712004e-09
69.0,20.0000000052339,3.208637706229231e-09
70.0,20.000000006876483,4.036639364638877e-09
71.0,20.000000008953897,5.030348546408101e-09
72.0,20.000000011559553,6.2107845559265135e-09
73.0,20.000000014798946,7.601505314070075e-09
74.0,20.00000001879411,9.22348305731824e-09
75.0,20.000000023683338,1.1098349123026788e-08
76.0,20.00000002962222,1.3248380897654969e-08
77.0,20.000000036782357,1.569133610184953e-08
78.0,20.000000045356096,1.8445211276569702e-08
79.0,20.000000055555763,2.152572100953581e-08
80.0,20.000000067606944,2.494404420383151e-08
81.0,20.000000081761712,2.8709317774533347e-08
82.0,20.00000009829005,3.282676746601192e-08
83.0,20.00000011747078,3.730060284197676e-08
84.0,20.000000139612553,4.212828491692364e-08
85.0,20.000000165040234,4.7303740995367714e-08
86.0,20.000000194098266,5.2816189226830915e-08
87.0,20.00000022715078,5.8649792271562765e-08
88.0,20.00000026458296,6.478675844947934e-08
89.0,20.000000306800967,7.120636857898919e-08
90.0,20.000000354229268,7.78763564696566e-08
91.0,20.000000407313866,8.47615925000764e-08
92.0,20.000000466521577,9.182114374298613e-08
93.0,20.000000532340184,9.900802167527088e-08
94.0,20.000000605215345,1.0631206491529426e-07
95.0,20.000000685655515,1.1368831096525678e-07
96.0,20.000000774201414,1.2107767341173006e-07
97.0,20.00000087139351,1.2842896982432784e-07
98.0,20.000000977787998,1.356879029465795e-07
99.0,20.000001093956683,1.4279733071456047e-07
100.0,20.00000122056128,1.497735685249449e-07
101.0,20.000001358184104,1.5653384913082985e-07
102.0,20.000001507460905,1.6303244441355714e-07
103.0,20.00000166904525,1.692246483294184e-07
104.0,20.000001843608487,1.7506715021937317e-07
105.0,20.000002031890343,1.805299078389625e-07
106.0,20.000002234768587,1.85612345178537e-07
107.0,20.00000245292911,1.9026881268846372e-07
108.0,20.000002687174508,1.944790422976776e-07
109.0,20.000002938335445,1.98228400938013e-07
110.0,20.000003207271394,2.0150843673737127e-07
111.0,20.000003495054266,2.0429858031016063e-07
112.0,20.00000380276148,2.0658808542893392e-07
113.0,20.000004131330297,2.0839166258161437e-07
114.0,20.000004481847135,2.0972028707814923e-07
115.0,20.00000485544849,2.1059203344373512e-07
116.0,20.000005253322893,2.1103249214736287e-07
117.0,20.00000567699446,2.1098504532979938e-07
118.0,20.00000612776574,2.1049029273393306e-07
119.0,20.000006607040618,2.0958373096586683e-07
120.0,20.000007116337958,2.0829243674650577e-07
121.0,20.00000765725541,2.0664770455500439e-07
122.0,20.00000823148348,2.046769082601113e-07
123.0,20.000008840906858,2.0232981561464875e-07
124.0,20.000009487347615,1.9967386616722144e-07
125.0,20.00001017278399,1.9673225969632967e-07
126.0,20.00001089929478,1.935281578304972e-07
127.0,20.00001166906295,1.9008439529089748e-07
128.0,20.00001248436921,1.8641881039328584e-07
129.0,20.00001334759594,1.8254407606947423e-07
130.0,20.00001426126392,1.7848196718543161e-07
131.0,20.000015228000322,1.742474222582747e-07
132.0,20.000016250553003,1.6985297574745826e-07
133.0,20.000017331794062,1.6530842351567126e-07
