0.0,20.0,0.0,0.0,0.0
1.0,20.0,6.944467899922325e-96,8.058386497734888e-96,5.7882079678160194e-96
2.0,20.0,1.704233566798164e-83,1.9878463403607952e-83,1.4116504069670453e-83
3.0,20.0,1.2463954199000747e-72,1.471614260517447e-72,1.0172320350277522e-72
4.0,20.0,5.866068880195483e-67,6.942898249606355e-67,4.773106712323254e-67
5.0,20.0,2.356381135201063e-62,2.794743178775772e-62,1.9124047570143683e-62
6.0,20.0,9.50597255724454e-58,1.1311921354206348e-57,7.683364081178834e-58
7.0,20.0,8.24244646188644e-55,9.81302492389097e-55,6.658189653176491e-55
8.0,20.0,5.847698907477796e-52,6.966813145768243e-52,4.719690944235376e-52
9.0,20.0,3.4392865043172365e-49,4.10125601837635e-49,2.7727294695073602e-49
10.0,20.0,1.301587729508117e-46,1.5535337440276463e-46,1.048153002663533e-46
11.0,20.0,5.830670888821761e-44,6.96838289186523e-44,4.687885562617744e-44
12.0,20.0,1.405775504991541e-41,1.6816556963351123e-41,1.1289499297725635e-41
13.0,20.0,1.8393805057932445e-39,2.2018837076759995e-39,1.475908076997923e-39
14.0,20.0,1.4888834075628118e-37,1.7832613450820678e-37,1.1938856962181666e-37
15.0,20.0,8.239882942006736e-36,9.873219859092357e-36,6.60382946883356e-36
16.0,20.0,3.3273525885176112e-34,3.988269620539649e-34,2.665567166314725e-34
17.0,20.0,1.1655677148484568e-32,1.3975596965419151e-32,9.333488463592808e-33
18.0,20.0,5.106277895756736e-31,6.124766961148047e-31,4.08712988444959e-31
19.0,20.0,1.1385042386308252e-29,1.3658160578282794e-29,9.110788432789236e-30
20.0,20.0,1.8493872335690545e-28,2.2188843355432036e-28,1.4797396450349e-28
21.0,20.0,2.4762771546880925e-27,2.9712841831621257e-27,1.981099616251635e-27
22.0,20.0,2.6489893175273845e-26,3.1787166570999347e-26,2.119098640256854e-26
23.0,20.0,2.467095750522056e-25,2.9605888423648367e-25,1.9734597263375738e-25
24.0,20.0,1.9691183057311776e-24,2.363080650404327e-24,1.575043392643298e-24
25.0,20.0,1.3836835971897858e-23,1.6605575350359093e-23,1.1067284426130874e-23
26.0,20.0,8.73142938522833e-23,1.0478753853994677e-22,6.983561034026239e-23
27.0,20.0,4.926737334454402e-22,5.9127309860846755e-22,3.940411532227718e-22
28.0,20.0,2.541399758813226e-21,3.0500293627349746e-21,2.032581779030438e-21
29.0,20.0,1.1957631664674882e-20,1.4350823564964175e-20,9.563458886701724e-21
30.0,20.0,5.183403133238461e-20,6.22079523413111e-20,4.1455389454761725e-20
31.0,20.0,2.2619829272161973e-19,2.714669704576566e-19,1.809056289020018e-19
32.0,20.0,9.077016598307552e-19,1.089348348191005e-18,7.259450217377009e-19
33.0,20.0,3.2373549396548696e-18,3.885167621378244e-18,2.5891041423035704e-18
34.0,20.0,1.0670598848414727e-17,1.2805710406752063e-17,8.53388803851693e-18
35.0,20.0,3.279926854401046e-17,3.936173253417151e-17,2.6231397618789862e-17
36.0,20.0,9.48210649310204e-17,1.1379149178441848e-16,7.583353341602648e-17
37.0,20.0,2.594338389094372e-16,3.11333790622525e-16,2.074828794592518e-16
38.0,20.000000000000004,6.756506635680457e-16,8.108046774706974e-16,5.403522412546972e-16
39.0,20.000000000000007,1.6798046408426663e-15,2.0157977857842987e-15,1.343422176029399e-15
40.0,20.00000000000001,3.9937333918821185e-15,4.792490119217761e-15,3.193976050668048e-15
41.0,20.000000000000018,9.11133739518524e-15,1.0933471096550865e-14,7.286742114106042e-15
42.0,20.000000000000032,2.0004165509338013e-14,2.400434928749778e-14,1.5998166221022897e-14
43.0,20.00000000000006,4.2370126183009024e-14,5.084199667493031e-14,3.3885024584427445e-14
44.0,20.000000000000124,8.67609479885543e-14,1.041070723194176e-13,6.938576535199434e-14
45.0,20.000000000000263,1.720800139178209e-13,2.0648058960035315e-13,1.3761770676349714e-13
46.0,20.00000000000053,3.311400189377806e-13,3.9733155953545716e-13,2.648213921073255e-13
47.0,20.00000000000102,6.192745233854107e-13,7.430480805223046e-13,4.952469538864982e-13
48.0,20.000000000001933,1.1269839161898049e-12,1.3522078299207314e-12,9.012664313701979e-13
49.0,20.000000000003578,1.998178843937086e-12,2.3974625673475543e-12,1.5979617301441585e-12
50.0,20.000000000006473,3.45620794584075e-12,4.146759080964865e-12,2.7639364935887598e-12
51.0,20.00000000001143,5.838941685652125e-12,7.005420974509224e-12,4.669368254010974e-12
52.0,20.000000000019746,9.645370095137212e-12,1.1572037813390762e-11,7.71326527739261e-12
53.0,20.000000000033385,1.5595670058918625e-11,1.871050501202551e-11,1.247149052864575e-11
54.0,20.000000000055337,2.470760740193582e-11,2.964164696134205e-11,1.9757841355070356e-11
55.0,20.00000000009009,3.840668842283063e-11,4.607529038135553e-11,3.071209715996294e-11
56.0,20.000000000144055,5.861380083539363e-11,7.031535807571256e-11,4.687007986781807e-11
57.0,20.00000000022626,8.785587903234113e-11,1.0539253113939015e-10,7.025209549274337e-11
58.0,20.00000000034865,1.2935751162528984e-10,1.5517410961834595e-10,1.0343617206118444e-10
59.0,20.000000000528672,1.8737635057260076e-10,2.24765946696819e-10,1.498260272069843e-10
60.0,20.000000000788553,2.671552878598094e-10,3.2045524227137555e-10,2.1361292152911551e-10
61.0,20.00000000115899,3.752475310469668e-10,4.50099814815731e-10,3.0003519397171687e-10
62.0,20.000000001678586,5.195884501615646e-10,6.232144585763491e-10,4.1543582390266156e-10
63.0,20.00000000239867,7.096962494637841e-10,8.512106889955571e-10,5.674222881215605e-10
64.0,20.000000003382848,9.56830076347452e-10,1.1475865878310361e-09,7.649931172332828e-10
65.0,20.000000004712373,1.2739859744579763e-09,1.5279207580357082e-09,1.0185338889134027e-09
66.0,20.000000006486673,1.6761471272783161e-09,2.0101725239454223e-09,1.3400173633695983e-09
67.0,20.000000008828554,2.1800500201839987e-09,2.6144002061671e-09,1.742815677451951e-09
68.0,20.000000011885938,2.8044378066203558e-09,3.363064775301603e-09,2.2419027916677265e-09
69.0,20.000000015836587,3.5696391964708296e-09,4.280523587909828e-09,2.8535169781523693e-09
70.0,20.000000020891054,4.497709856853188e-09,5.393199410526974e-09,3.5952735172416998e-09
71.0,20.000000027296547,5.61190712043572e-09,6.7289494242065305e-09,4.485744022092599e-09
72.0,20.00000003534077,6.9366095227344205e-09,8.316967840994076e-09,5.54439152480048e-09
73.0,20.00000004535494,8.496787889905482e-09,1.018715087707116e-08,6.791147111403626e-09
74.0,20.000000057717912,1.0317638550369427e-08,1.2369655809291302e-08,8.246115956544002e-09
75.0,20.000000072858448,1.2424130508515609e-08,1.4894357517868037e-08,9.929215008567017e-09
76.0,20.0000000912589,1.48403670944896e-08,1.7790081966698396e-08,1.1859661960994313e-08
77.0,20.000000113457066,1.758923999947096e-08,2.1084191144419564e-08,1.4055698542160326e-08
78.0,20.000000140048613,2.0691619360305537e-08,2.4801611241026303e-08,1.6533942609638043e-08
79.0,20.000000171688885,2.4166091869950207e-08,2.8964518521593244e-08,1.9309178732014603e-08
80.0,20.00000020909352,2.8028142234128983e-08,3.359135794585306e-08,2.239370391152073e-08
81.0,20.00000025304051,3.2289915304432895e-08,3.8696557809178396e-08,2.5797137343950655e-08
82.0,20.00000030436872,3.695957575552893e-08,4.4289763134333935e-08,2.952590932959683e-08
83.0,20.000000363980288,4.20410218882342e-08,5.037549220905841e-08,3.3583032294297555e-08
84.0,20.00000043283729,4.753359257743904e-08,5.695278757353071e-08,3.796786810922948e-08
85.0,20.000000511964377,5.343167323390502e-08,6.401474306735334e-08,4.267581278007159e-08
86.0,20.000000602444086,5.972486596574035e-08,7.154871135262273e-08,4.7698434803912645e-08
87.0,20.000000705419495,6.639746003512383e-08,7.95356683738262e-08,5.30230514624131e-08
88.0,20.00000082208907,7.342910520249659e-08,8.795102505526959e-08,5.8633269973650366e-08
89.0,20.000000953708884,8.079416131661048e-08,9.676384689459018e-08,6.450846720471627e-08
90.0,20.000001101588136,8.846283148719931e-08,1.059382173993901e-07,7.062469865787109e-08
91.0,20.000001267091022,9.640070957157003e-08,1.1543269542691075e-07,7.695433668353529e-08
92.0,20.000001451634933,1.0457060908619389e-07,1.2520251291015042e-07,8.346753566633676e-08
93.0,20.00000165668834,1.1293094841975717e-07,1.3519763827500801e-07,9.013094094481183e-08
94.0,20.000001883770615,1.2143718381410828e-07,1.4536449823365836e-07,9.69088366982758e-08
95.0,20.000002134454142,1.3004175252315444e-07,1.556459101142639e-07,1.037631008263019e-07
96.0,20.000002410364488,1.3869433829500765e-07,1.6598140187309624e-07,1.1065341829333249e-07
97.0,20.00000271317125,1.4734241976927377e-07,1.7630787503915448e-07,1.1753772312060351e-07
98.0,20.00000304459473,1.5593133710013608e-07,1.8655968368144974e-07,1.2437225101616897e-07
99.0,20.0000034064422,1.644153113158613e-07,1.9668185231752153e-07,1.311203514333111e-07
100.0,20.000003800551173,1.7274244984503208e-07,2.0661209553810852e-07,1.3774050050429208e-07
101.0,20.00000422881129,1.808612182742958e-07,2.1628858134221246e-07,1.4419147666539343e-07
102.0,20.000004693183882,1.8872323858326528e-07,2.2565328513020177e-07,1.5043459666502394e-07
103.0,20.00000519576699,1.9628398541951142e-07,2.3465280467444446e-07,1.564342587811055e-07
104.0,20.00000573864083,2.035003420085912e-07,2.432354802239356e-07,1.6215602310596977e-07
105.0,20.00000632398532,2.1033349986273362e-07,2.5135483675922184e-07,1.6756890623563076e-07
106.0,20.000006954114117,2.1674643334073527e-07,2.589665425895066e-07,1.7264335360302573e-07
107.0,20.000007631453666,2.2270551309996677e-07,2.660303545712123e-07,1.7735253633839122e-07
108.0,20.000008358453808,2.2818503777663146e-07,2.725155893681058e-07,1.8167599894775478e-07
109.0,20.000009137693933,2.3316343561132154e-07,2.783965296594242e-07,1.8559659660354698e-07
110.0,20.000009971978486,2.3761406375936386e-07,2.836413511756486e-07,1.890931130349226e-07
111.0,20.000010864142585,2.4152386529091786e-07,2.882345816285294e-07,1.9215523346182612e-07
112.0,20.000011817166076,2.4488391191760536e-07,2.9216571331061314e-07,1.947759528249954e-07
113.0,20.000012834194873,2.4768776511171937e-07,2.9542723120616026e-07,1.9695026118838044e-07
114.0,20.000013918598995,2.499250172220159e-07,2.980068455202026e-07,1.986699654078576e-07
115.0,20.000015073828393,2.516007064966244e-07,2.9991083732341307e-07,1.999392529665267e-07
116.0,20.000016303538168,2.5272066337728385e-07,3.0114643551643176e-07,2.007629432250842e-07
117.0,20.000017611601425,2.5329027122085526e-07,3.0172033023274434e-07,2.0114549639561393e-07
118.0,20.0000190020936,2.533181987849784e-07,3.0164315605055856e-07,2.0109400232822312e-07
119.0,20.000020479271786,2.5282087089320476e-07,3.0093486213666023e-07,2.0062176058183285e-07
120.0,20.000022047625944,2.5181618872730344e-07,2.996171656813146e-07,1.9974324941146353e-07
121.0,20.000023711913595,2.503191861969206e-07,2.9770834010132965e-07,1.9847065125317847e-07
122.0,20.00002547710243,2.4835294302324577e-07,2.952363106039046e-07,1.968225830492715e-07
123.0,20.00002734842393,2.4594132332241867e-07,2.9222993803038435e-07,1.948182855080965e-07
124.0,20.000029331379757,2.431092590084442e-07,2.8871935963902263e-07,1.924778502799941e-07
125.0,20.00003143175844,2.398811645740286e-07,2.8473408929008813e-07,1.898209534012382e-07
126.0,20.00003365562391,2.3628544488925677e-07,2.8030841319830594e-07,1.868704524948921e-07
127.0,20.000036009343894,2.3235045355020938e-07,2.754765482716973e-07,1.8364915896821445e-07
128.0,20.000038499592545,2.281044435443316e-07,2.7027258856050676e-07,1.8017980230935481e-07
129.0,20.00004113336464,2.2357608975980245e-07,2.647311213669693e-07,1.7648544083389474e-07
130.0,20.000043917987522,2.1879449765762984e-07,2.58887233046056e-07,1.7258946555332234e-07
131.0,20.00004686112831,2.1378827679232288e-07,2.527754045447352e-07,1.6851486385977934e-07
132.0,20.000049970778225,2.085863930379772e-07,2.464305512987971e-07,1.6428491282845864e-07
133.0,20.000053255314892,2.0321617839745933e-07,2.398855940554276e-07,1.5992155969396923e-07
134.0,20.00005672347625,1.9770427208545563e-07,2.3317261536354156e-07,1.554461928921881e-07
135.0,20.000060384368705,1.9207691509882568e-07,2.2632321194355686e-07,1.5087987697526197e-07
136.0,20.00006424746684,1.8636051397739163e-07,2.1936917670416108e-07,1.4624380730286236e-07
137.0,20.000068322666937,1.8057796764719726e-07,2.1233806433975998e-07,1.4155635371300937e-07
138.0,20.000072620259477,1.7475136840649793e-07,2.0525645421888777e-07,1.368352358318605e-07
139.0,20.000077150927563,1.6890378019245188e-07,1.981520915042048e-07,1.3209895049057345e-07
140.0,20.000081925782,1.630556521728279e-07,1.9104956668818314e-07,1.273638913945642e-07
141.0,20.000086956368698,1.572248830531212e-07,1.8397039373560568e-07,1.2264440122008237e-07
142.0,20.000092254663645,1.5142851401851843e-07,1.7693505006229775e-07,1.1795413160957512e-07
